1,3,(3 3),2,2,0.07523017757727404
1,3,(3 3),2,3,0.07800548277523976
1,3,(3 3),2,4,0.07962424742383599
1,3,(3 3),2,5,0.08068538323443886
1,3,(3 3),3,3,0.07726634231216747
1,3,(3 3),3,4,0.07884653142522907
1,3,(3 3),3,5,0.07988262698139502
1,3,(3 3),4,4,0.07843819357859745
1,3,(3 3),4,5,0.0794610821618081
1,3,(3 3),5,5,0.07920129858117037
1,3,(3 3.5),2,2,0.07930711020431962
1,3,(3 3.5),2,3,0.08242359017588125
1,3,(3 3.5),2,4,0.08423815353267512
1,3,(3 3.5),2,5,0.08542645202747892
1,3,(3 3.5),3,3,0.08158021647156335
1,3,(3 3.5),3,4,0.08335287949866403
1,3,(3 3.5),3,5,0.08451400113689202
1,3,(3 3.5),4,4,0.08288780004382457
1,3,(3 3.5),4,5,0.08403458005626879
1,3,(3 3.5),5,5,0.08373903373731224
1,3,(3 4.0),2,2,0.08318446874033643
1,3,(3 4.0),2,3,0.0866166328828651
1,3,(3 4.0),2,4,0.0886121450105844
1,3,(3 4.0),2,5,0.0899178866762228
1,3,(3 4.0),3,3,0.08567716022834343
1,3,(3 4.0),3,4,0.08762778967683697
1,3,(3 4.0),3,5,0.08890443567609252
1,3,(3 4.0),4,4,0.087110416026653
1,3,(3 4.0),4,5,0.08837170198735159
1,3,(3 4.0),5,5,0.08804320442585978
1,3,(3 4.5),2,2,0.08688897484873394
1,3,(3 4.5),2,3,0.09061585935391459
1,3,(3 4.5),2,4,0.09278015938851977
1,3,(3 4.5),2,5,0.09419540319268736
1,3,(3 4.5),3,3,0.08958694017567143
1,3,(3 4.5),3,4,0.09170363420594162
1,3,(3 4.5),3,5,0.09308802811104312
1,3,(3 4.5),4,4,0.09113759797453563
1,3,(3 4.5),4,5,0.09250570133266983
1,3,(3 4.5),5,5,0.09214654589233802
1,3,(3 5.0),2,2,0.09044187117102252
1,3,(3 5.0),2,3,0.094445893721918
1,3,(3 5.0),2,4,0.09676881578763598
1,3,(3 5.0),2,5,0.09828693514881734
1,3,(3 5.0),3,3,0.09333308049821043
1,3,(3 5.0),3,4,0.09560587601976313
1,3,(3 5.0),3,5,0.09709152008450707
1,3,(3 5.0),4,4,0.09499420481692342
1,3,(3 5.0),4,5,0.0964626966550124
1,3,(3 5.0),5,5,0.09607479375051386
1,3,(3 5.5),2,2,0.09386037593983812
1,3,(3 5.5),2,3,0.09812654949306651
1,3,(3 5.5),2,4,0.10059945050408439
1,3,(3 5.5),2,5,0.10221481917639301
1,3,(3 5.5),3,3,0.09693455514176319
1,3,(3 5.5),3,4,0.09935497235888846
1,3,(3 5.5),3,5,0.10093634413350887
1,3,(3 5.5),4,4,0.09870023370302179
1,3,(3 5.5),4,5,0.10026364701557976
1,3,(3 5.5),5,5,0.09984861575664827
1,3,(3 6.0),2,2,0.09715867579490602
1,3,(3 6.0),2,3,0.10167405072042046
1,3,(3 6.0),2,4,0.10428947777463468
1,3,(3 6.0),2,5,0.10599724948118988
1,3,(3 6.0),3,3,0.10040693225956875
1,3,(3 6.0),3,4,0.10296765285935511
1,3,(3 6.0),3,5,0.10463999169417024
1,3,(3 6.0),4,4,0.10227205540744078
1,3,(3 6.0),4,5,0.10392567526734
1,3,(3 6.0),5,5,0.1034849078022192
1,3,(3.5 3),2,2,0.07930711020431962
1,3,(3.5 3),2,3,0.07853691521143219
1,3,(3.5 3),2,4,0.0781325437931687
1,3,(3.5 3),2,5,0.07788336970198126
1,3,(3.5 3),3,3,0.08158021647156335
1,3,(3.5 3),3,4,0.08113724497672099
1,3,(3.5 3),3,5,0.08086422276691407
1,3,(3.5 3),4,4,0.08288780004382457
1,3,(3.5 3),4,5,0.08260111665246464
1,3,(3.5 3),5,5,0.08373903373731224
1,3,(3.5 3.5),2,2,0.07445613841296324
1,3,(3.5 3.5),2,3,0.07732363725641091
1,3,(3.5 3.5),2,4,0.07899418888295152
1,3,(3.5 3.5),2,5,0.08008853357223923
1,3,(3.5 3.5),3,3,0.07649665494013022
1,3,(3.5 3.5),3,4,0.07812827656325197
1,3,(3.5 3.5),3,5,0.07919735172268753
1,3,(3.5 3.5),4,4,0.07767712763182892
1,3,(3.5 3.5),4,5,0.07873297725523215
1,3,(3.5 3.5),5,5,0.07844802121198911
1,3,(3.5 4.0),2,2,0.07802404732746619
1,3,(3.5 4.0),2,3,0.08118487986871634
1,3,(3.5 4.0),2,4,0.08302363744176373
1,3,(3.5 4.0),2,5,0.0842271777826915
1,3,(3.5 4.0),3,3,0.08026855832406002
1,3,(3.5 4.0),3,4,0.0820655290181607
1,3,(3.5 4.0),3,5,0.0832419612821699
1,3,(3.5 4.0),4,4,0.08156612023942252
1,3,(3.5 4.0),4,5,0.08272835978970118
1,3,(3.5 4.0),5,5,0.0824131174166825
1,3,(3.5 4.5),2,2,0.08143578682217682
1,3,(3.5 4.5),2,3,0.08487063426200367
1,3,(3.5 4.5),2,4,0.08686637364853816
1,3,(3.5 4.5),2,5,0.08817177408174653
1,3,(3.5 4.5),3,3,0.08387100031486869
1,3,(3.5 4.5),3,4,0.08582234270466614
1,3,(3.5 4.5),3,5,0.08709895358910733
