1,3,3,2,2,0.14199210556257463
1,3,3,2,3,0.1457110826060477
1,3,3,2,4,0.1478975879637877
1,3,3,2,5,0.1493374740189467
1,3,3,3,3,0.14927303824701008
1,3,3,3,4,0.15136998434119447
1,3,3,3,5,0.1527519567820989
1,3,3,4,4,0.15341570173819152
1,3,3,4,5,0.15476449138416928
1,3,3,5,5,0.1560917661350555
1,3,3.5,2,2,0.15817565795703897
1,3,3.5,2,3,0.16267868010587652
1,3,3.5,2,4,0.16532163039209016
1,3,3.5,2,5,0.16706036978241745
1,3,3.5,3,3,0.1670560872544749
1,3,3.5,3,4,0.16962831805286965
1,3,3.5,3,5,0.1713216846069386
1,3,3.5,4,4,0.1721606260775485
1,3,3.5,4,5,0.1738283380102108
1,3,3.5,5,5,0.17547954889752995
1,3,4.0,2,2,0.17679219317018377
1,3,4.0,2,3,0.18222446572405304
1,3,4.0,2,4,0.18540744783830124
1,3,4.0,2,5,0.18749941933485978
1,3,4.0,3,3,0.18757273349509915
1,3,4.0,3,4,0.1907097140060454
1,3,4.0,3,5,0.1927726764695411
1,3,4.0,4,4,0.1938214616539684
1,3,4.0,4,5,0.19586849751458973
1,3,4.0,5,5,0.19790547575939163
1,3,4.5,2,2,0.19183190191879976
1,3,4.5,2,3,0.1980124532257887
1,3,4.5,2,4,0.20162986746938522
1,3,4.5,2,5,0.2040058446986417
1,3,4.5,3,3,0.20414223463155387
1,3,4.5,3,4,0.20773330054925218
1,3,4.5,3,5,0.21009324665070417
1,3,4.5,4,4,0.21131075831084503
1,3,4.5,4,5,0.2136624554254912
1,3,4.5,5,5,0.21600916625287211
1,3,5.0,2,2,0.21694462367894896
1,3,5.0,2,3,0.2246854261112346
1,3,5.0,2,4,0.22920445738453432
1,3,5.0,2,5,0.23216828308443277
1,3,5.0,3,3,0.2324858278294411
1,3,5.0,3,4,0.2370428902169239
1,3,5.0,3,5,0.24003287186611347
1,3,5.0,4,4,0.24162392454569756
1,3,5.0,4,5,0.2446302931360842
1,3,5.0,5,5,0.24764782955280418
1,3,5.5,2,2,0.23595312606440286
1,3,5.5,2,3,0.24466304468955452
1,3,5.5,2,4,0.24974323229886
1,3,5.5,2,5,0.2530733750791693
1,3,5.5,3,3,0.2534779214285026
1,3,5.5,3,4,0.2586226737559661
1,3,5.5,3,5,0.2619963890336379
1,3,5.5,4,4,0.26380691909357945
1,3,5.5,4,5,0.267207209263312
1,3,5.5,5,5,0.27062535461292014
1,3,6.0,2,2,0.2553351428411464
1,3,6.0,2,3,0.2650261460672059
1,3,6.0,2,4,0.2706742541450006
1,3,6.0,2,5,0.27437507362871605
1,3,6.0,3,3,0.27486723084814363
1,3,6.0,3,4,0.28060626595117416
1,3,6.0,3,5,0.28436795017901967
1,3,6.0,4,4,0.2864001942588837
1,3,6.0,4,5,0.29019855465727223
1,3,6.0,5,5,0.29402139573383335
2,3,3,2,2,0.2616731605673572
2,3,3,2,3,0.2684675658020997
2,3,3,2,4,0.27246289848969174
2,3,3,2,5,0.2750942204914383
2,3,3,3,3,0.2749619053350938
2,3,3,3,4,0.2787859074572357
2,3,3,3,5,0.2813063669215594
2,3,3,4,4,0.2825117997577452
2,3,3,4,5,0.28496866805885734
2,3,3,5,5,0.2873842781291783
2,3,3.5,2,2,0.2913509445070444
2,3,3.5,2,3,0.29958206971115575
2,3,3.5,2,4,0.3044139379722053
2,3,3.5,2,5,0.30759302034602387
2,3,3.5,3,3,0.3075707281778558
2,3,3.5,3,4,0.31226584598392143
2,3,3.5,3,5,0.31535709474219864
2,3,3.5,4,4,0.31688362360252553
2,3,3.5,4,5,0.319925117583182
2,3,3.5,5,5,0.3229345731478028
2,3,4.0,2,2,0.32432503095937437
2,3,4.0,2,3,0.3342039058138077
2,3,4.0,2,4,0.3399934871326561
2,3,4.0,2,5,0.34379905052975573
2,3,4.0,3,3,0.3439145736307027
2,3,4.0,3,4,0.349611543350158
2,3,4.0,3,5,0.35335850373357036
2,3,4.0,4,4,0.35525742161267637
2,3,4.0,4,5,0.35897201607842577
2,3,4.0,5,5,0.36266609417928136
2,3,4.5,2,2,0.3522330179552886
2,3,4.5,2,3,0.3635113568483845
2,3,4.5,2,4,0.3701134350439313
2,3,4.5,2,5,0.3744501590974061
2,3,4.5,3,3,0.3746852908569734
2,3,4.5,3,4,0.3812324858385731
2,3,4.5,3,5,0.3855355202592935
2,3,4.5,4,4,0.3877509067710567
2,3,4.5,4,5,0.39203631548279794
2,3,4.5,5,5,0.3963109448548976
2,3,5.0,2,2,0.3942455193760453
2,3,5.0,2,3,0.40807681040795446
2,3,5.0,2,4,0.41615504206632686
2,3,5.0,2,5,0.4214545355281217
2,3,5.0,3,3,0.42197896419632086
2,3,5.0,3,4,0.4301046844228598
2,3,5.0,3,5,0.4354376213698139
2,3,5.0,4,4,0.43826146880311606
2,3,5.0,4,5,0.4436160372575529
2,3,5.0,5,5,0.448985587647301
2,3,5.5,2,2,0.42766117031262835
2,3,5.5,2,3,0.44321483658191707
2,3,5.5,2,4,0.45229041920847474
2,3,5.5,2,5,0.4582409776176228
2,3,5.5,3,3,0.45892266456130854
2,3,5.5,3,4,0.4680944762517284
2,3,5.5,3,5,0.474110475395521
2,3,5.5,4,4,0.4773258732966731
2,3,5.5,4,5,0.48338222846029727
2,3,5.5,5,5,0.4894658588221154
2,3,6.0,2,2,0.4615861445615465
2,3,6.0,2,3,0.47888274185762103
2,3,6.0,2,4,0.48896714323187057
2,3,6.0,2,5,0.49557610179451905
2,3,6.0,3,3,0.49641707047651373
2,3,6.0,3,4,0.5066465176859887
2,3,6.0,3,5,0.5133529350001941
2,3,6.0,4,4,0.5169640662070847
2,3,6.0,4,5,0.5237295427380194
2,3,6.0,5,5,0.5305345617167655
3,3,3,2,2,0.38655984218260225
3,3,3,2,3,0.3965674327968321
3,3,3,2,4,0.40245255859059004
3,3,3,2,5,0.4063286253380279
3,3,3,3,3,0.40612638494283565
3,3,3,3,4,0.4117552567661396
3,3,3,3,5,0.4154654741641851
3,3,3,4,4,0.4172373350142166
3,3,3,4,5,0.4208523853906577
3,3,3,5,5,0.4244056772802509
3,3,3.5,2,2,0.43032863247630126
3,3,3.5,2,3,0.4424545026944212
3,3,3.5,2,4,0.449573067723053
3,3,3.5,2,5,0.4542568091027494
3,3,3.5,3,3,0.4542166742922305
3,3,3.5,3,4,0.4611299943334754
3,3,3.5,3,5,0.46568186165851144
3,3,3.5,4,4,0.4679271671679534
3,3,3.5,4,5,0.4724042870304908
3,3,3.5,5,5,0.47683325727919473
3,3,4.0,2,2,0.4783691732854849
3,3,4.0,2,3,0.49289610808914913
3,3,4.0,2,4,0.5014102951632048
3,3,4.0,2,5,0.507006995586828
3,3,4.0,3,3,0.5071677184324125
3,3,4.0,3,4,0.5155410900044658
3,3,4.0,3,5,0.5210485893050806
3,3,4.0,4,4,0.5238366383099049
3,3,4.0,4,5,0.5292947816573897
3,3,4.0,5,5,0.5347216023445436
3,3,4.5,2,2,0.5196939517737789
